time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1,1.42,1,1,0,143,100,0,143,60,40,False,False
1,1,1.42,1,1.210949,40.00001,143.5498,111.3196,40.14267,143,71.34145,39.97818,False,False
2,1,1.42,1,1.358149,39.99985,144.0099,122.6413,39.99985,143,82.69476,39.94657,False,False
3,1,1.42,1,1.273818,39.99847,144.0099,133.9744,40.14404,143,94.04887,39.92554,False,False
4,1,1.42,1,1.15926,39.99847,144.0099,145.3073,39.99985,143,105.4022,39.90512,False,False
5,1,1.42,1.189975,1.15926,39.99903,142.7571,156.5128,40.14404,143,116.7563,39.75654,False,False
6,1,1.42,1.189975,1.365297,39.99847,141.9965,167.7684,39.99847,143,128.1096,39.65883,False,False
7,1,1.42,1.074443,1.284147,39.99847,141.9965,179.1013,40.14404,143,139.4635,39.6378,False,False
8,1,1.42,1.317575,1.284147,39.99847,144.0038,190.231,39.99847,143,150.8167,39.41434,False,False
9,1,1.42,1.231059,1.172607,39.99847,144.0038,201.5639,40.14404,143,162.1706,39.3933,False,False
10,1,1.42,1.122459,1.03743,39.99847,144.0038,212.8968,39.99847,143,173.5237,39.37308,False,False
11,1,1.42,1.345535,1.03743,39.99999,143.1561,224.1438,40.14404,143,184.8776,39.2662,False,False
12,1,1.42,1.447846,1.03743,39.99847,141.9962,235.3593,39.99847,143,196.2308,39.12856,False,False
13,1,1.42,1.416827,1,39.99847,141.9962,246.6922,40.14404,143,207.5847,39.10753,False,False
14,1,1.42,1.473403,1,39.99675,143.6469,257.8579,39.99847,143,218.9314,38.92648,False,False
15,1,1.42,1.473403,1.18568,40.00122,144.0038,269.1552,40.14404,143,230.2789,38.87627,False,False
16,1,1.42,1.456893,1.052308,40.00122,144.0038,280.4889,39.99847,143,241.632,38.85683,False,False
17,1,1.42,1.456893,1.303766,39.9973,143.5576,291.777,39.85565,143,252.978,38.79906,False,False
18,1,1.42,1.486613,1.303766,40.00122,141.9963,302.9516,40.00122,143,264.291,38.66055,False,False
19,1,1.42,1.478119,1.198465,40.00122,141.9963,314.2852,39.85291,143,275.6033,38.68198,False,False
20,1,1.42,1.478119,1.384933,40.00206,142.3082,325.6112,40.00122,143,286.9164,38.69489,False,False
21,1,1.42,1.478119,1.462312,40.00206,142.8763,336.9309,39.85291,143,298.2286,38.7023,False,False
22,1,1.42,1.478119,1.488342,40.00179,143.4209,348.2511,40.00122,143,309.5417,38.70944,False,False
23,1,1.42,1.478119,1.49646,40.00179,143.9877,359.5708,39.85291,143,320.8539,38.71686,False,False
24,1,1.42,1.464429,1.493757,40.00122,144.0099,370.9039,40.00122,143,332.167,38.73691,False,False
25,1,1.42,1.442676,1.489013,40.00122,144.0099,382.2376,39.85291,143,343.4793,38.75833,False,False
26,1,1.42,1.442676,1.496665,40.00227,143.2493,393.494,40.00122,143,354.7924,38.70163,False,False
27,1,1.42,1.482014,1.496665,40.00122,141.9963,404.7003,39.85291,143,366.1046,38.59573,False,False
28,1,1.42,1.470688,1.494118,40.00122,141.9963,416.034,40.00122,143,377.4177,38.61633,False,False
29,1,1.42,1.490987,1.494118,39.99675,143.5576,427.2086,39.85291,143,388.7299,38.47861,False,False
30,1,1.42,1.490987,1.498221,40.00122,144.0037,438.4968,40.00122,143,400.043,38.45374,False,False
31,1,1.42,1.485226,1.496859,40.00122,144.0037,449.8304,39.85291,143,411.3553,38.47516,False,False
32,1,1.42,1.485226,1.499052,39.9973,143.6467,461.1277,40.00122,143,422.6684,38.45938,False,False
33,1,1.42,1.495504,1.499052,40.00122,141.9963,472.2932,39.85291,143,433.9806,38.31259,False,False
34,1,1.42,1.492608,1.498325,40.00122,141.9963,483.6269,40.00122,143,445.2937,38.33319,False,False
35,1,1.42,1.497762,1.498325,39.99675,143.1562,494.8423,39.85291,143,456.606,38.23639,False,False
36,1,1.42,1.499325,1.498325,40.00122,144.0037,506.0896,40.00122,143,467.919,38.17059,False,False
37,1,1.42,1.498888,1.497041,40.00122,144.0037,517.4233,39.85291,143,479.2313,38.19199,False,False
38,1,1.42,1.498167,1.49478,40.00122,144.0037,528.757,40.00122,143,490.5444,38.21259,False,False
39,1,1.42,1.499447,1.49478,40.00122,141.996,539.8874,39.85291,143,501.8566,38.03076,False,False
40,1,1.42,1.499089,1.490806,40.00122,141.996,551.2211,40.00122,143,513.1698,38.05127,False,False
41,1,1.42,1.498499,1.483857,39.99657,142.1854,562.5496,39.8584,143,524.4828,38.06671,False,False
42,1,1.42,1.498499,1.495082,39.99657,142.7535,573.8677,40.00122,143,535.7967,38.07098,False,False
43,1,1.42,1.498499,1.498514,39.9963,143.2986,585.1864,39.8584,143,547.1097,38.07666,False,False
44,1,1.42,1.498499,1.499552,39.9963,143.8653,596.5045,40.00122,143,558.4236,38.08093,False,False
45,1,1.42,1.497527,1.499208,40.00122,144.0098,607.8342,39.8584,143,569.7366,38.0976,False,False
46,1,1.42,1.49593,1.4986,40.00122,144.0098,619.1679,40.00122,143,581.0505,38.11743,False,False
47,1,1.42,1.493307,1.497527,39.99634,143.7413,630.4741,39.8584,143,592.3635,38.1106,False,False
48,1,1.42,1.497975,1.497527,40.00122,141.9966,641.6293,40.00122,143,603.6774,37.9519,False,False
49,1,1.42,1.496665,1.495636,40.00122,141.9966,652.963,39.8584,143,614.9904,37.97253,False,False
50,1,1.42,1.498993,1.495636,40.00268,143.0671,664.1882,40.00122,143,626.3043,37.88397,False,False
51,1,1.42,1.499696,1.495636,40.00122,144.004,675.4271,39.8584,143,637.6173,37.80975,False,False
52,1,1.42,1.4995,1.492309,40.00122,144.004,686.7607,40.00122,143,648.9312,37.82959,False,False
53,1,1.42,1.499176,1.48648,40.00122,144.004,698.0944,39.8584,143,660.2442,37.85022,False,False
54,1,1.42,1.499752,1.48648,40.00122,141.996,709.2249,40.00122,143,671.558,37.66681,False,False
55,1,1.42,1.49959,1.476339,40.00122,141.996,720.5585,39.8584,143,682.8711,37.68744,False,False
56,1,1.42,1.49959,1.492754,40.00268,142.6653,731.8245,40.00122,143,694.1849,37.63953,False,False
57,1,1.42,1.499877,1.492754,40.00122,144.004,743.0226,39.8584,143,705.498,37.52466,False,False
58,1,1.42,1.499797,1.487258,40.00122,144.004,754.3563,40.00122,143,716.8118,37.54449,False,False
59,1,1.42,1.499665,1.477687,40.00122,144.004,765.69,39.8584,143,728.1249,37.56512,False,False
60,1,1.42,1.499899,1.477687,40.00323,142.2638,776.8475,40.00122,143,739.4387,37.40881,False,False
61,1,1.42,1.499833,1.461209,40.00122,141.996,788.1541,39.8584,143,750.7518,37.40234,False,False
62,1,1.42,1.499725,1.433392,39.99657,142.0629,799.486,40.00122,143,762.0656,37.42035,False,False
63,1,1.42,1.499725,1.478959,39.99657,142.631,810.8041,39.8584,143,773.3787,37.42542,False,False
64,1,1.42,1.499725,1.493568,39.9963,143.1764,822.1228,40.00122,143,784.6925,37.4303,False,False
65,1,1.42,1.499725,1.498054,39.9963,143.743,833.4409,39.8584,143,796.0056,37.43536,False,False
66,1,1.42,1.499547,1.496564,40.00122,144.0098,844.7673,40.00122,143,807.3194,37.44788,False,False
67,1,1.42,1.499254,1.49394,40.00122,144.0098,856.101,39.8584,143,818.6324,37.46851,False,False
68,1,1.42,1.498771,1.489334,40.00122,144.0098,867.4346,40.00122,143,829.9463,37.48834,False,False
69,1,1.42,1.499629,1.489334,40.00122,141.9966,878.5623,39.8584,143,841.2593,37.30298,False,False
70,1,1.42,1.499389,1.481293,40.00122,141.9966,889.896,40.00122,143,852.5732,37.32281,False,False
71,1,1.42,1.499389,1.494291,40.00213,142.5764,901.171,39.8584,143,863.8862,37.28473,False,False
